brand,model,model_year,milage,fuel_type,ext_col,int_col,accident,horse_power,displacement_L,cylinder,transmission_clean
mazda,Mazda6 Touring,2021,19000,gasoline,Blue,Black,None reported,187.0,2.5,4.0,Automatic
lexus,Rx 300,1999,249083,gasoline,Red,Beige,Accident Reported,220.0,3.0,6.0,Automatic
chevrolet,Colorado Zr2,2021,24915,gasoline,Satin Steel Metallic,Jet Black,None reported,310.0,3.6,6.0,Automatic
porsche,Cayenne E-Hybrid,2016,96000,plug-in hybrid,White,Red,Accident Reported,416.0,3.0,6.0,unknown
ford,Ranger Sport,2009,166200,gasoline,Blue,Gray,Accident Reported,207.0,4.0,6.0,Automatic
chevrolet,Corvette Stingray,2021,2700,gasoline,Blue,Blue,None reported,490.0,6.2,8.0,unknown
tesla,Model S,2017,103000,unknown,Black,White,None reported,310.0,3.5,6.0,Automatic
cadillac,Xts Luxury,2019,59000,gasoline,Black,Black,None reported,304.0,3.6,6.0,Automatic
bmw,M3 Base,2017,44000,gasoline,Blue,Black,None reported,425.0,3.0,6.0,Automatic
ram,2500 Slt,2017,86000,diesel,Gray,Gray,Accident Reported,350.0,6.7,6.0,Automatic
audi,A7 Premium,2020,25361,hybrid,Typhoon Gray,Black,None reported,310.0,3.0,6.0,Automatic
bmw,328 I,2013,96000,gasoline,Black,Black,Accident Reported,240.0,2.0,4.0,unknown
pontiac,Firebird Trans,2001,91812,gasoline,Green,Black,None reported,310.0,5.7,8.0,Automatic
gmc,Savana 2500,2018,63460,e85 flex fuel,White,Beige,None reported,341.0,6.0,8.0,Automatic
toyota,4Runner Venture,2021,27000,gasoline,White,Black,None reported,270.0,4.0,6.0,Automatic
kia,Optima Ex,2012,152520,gasoline,White,Beige,None reported,200.0,2.4,4.0,Automatic
bmw,X7 Xdrive40I,2023,2437,hybrid,Gray,Black,None reported,375.0,3.0,6.0,unknown
lincoln,Mkc Select,2019,49814,gasoline,Ruby Red Metallic Tinted Clearcoat,Cappuccino,None reported,310.0,2.0,6.0,Automatic
hyundai,Sonata Hybrid,2013,96419,hybrid,Black,Gray,Accident Reported,199.0,2.4,4.0,Automatic
ford,Mustang Gt,2016,36000,gasoline,Orange,Black,Accident Reported,435.0,5.0,8.0,Manual
tesla,Model 3,2021,18000,unknown,Black,Black,None reported,310.0,3.5,6.0,Automatic
honda,Civic Sport,2020,23131,gasoline,Crystal Black Pearl,Black,Accident Reported,310.0,2.0,6.0,CVT
porsche,Cayenne Platinum,2017,73043,gasoline,White,Black,None reported,300.0,3.6,6.0,Automatic
ford,Mustang Mach-E,2021,18000,unknown,Blue,Black,None reported,266.0,3.5,6.0,Automatic
kia,Sorento Ex,2016,64290,gasoline,Snow White Pearl,Satin Black,None reported,310.0,2.0,6.0,Automatic
audi,A7 55,2020,27100,hybrid,White,Black,None reported,335.0,3.0,6.0,Automatic
chevrolet,Suburban 2500,2006,60000,gasoline,Brown,Brown,Accident Reported,325.0,8.1,8.0,Automatic
infiniti,G37 X,2012,120000,gasoline,Red,Black,Accident Reported,328.0,3.7,6.0,unknown
mazda,Mazdaspeed3 Grand,2008,162000,gasoline,Black,Black,Accident Reported,263.0,2.3,4.0,Manual
audi,Q3 45,2021,9835,gasoline,Glacier White Metallic,Black,None reported,310.0,2.0,6.0,Automatic
lexus,Rx 350,2021,20598,gasoline,Atomic Silver,Gray,Accident Reported,310.0,3.5,6.0,Automatic
lexus,Es 350,2020,15324,gasoline,Black,Black,Accident Reported,310.0,3.5,6.0,Automatic
chevrolet,Tahoe Lt,2009,104733,e85 flex fuel,Black,Black,None reported,320.0,5.3,8.0,Automatic
nissan,Titan Sv,2021,7250,gasoline,Black,Black,None reported,400.0,5.6,8.0,Automatic
chevrolet,Silverado 1500,2020,40929,gasoline,Cajun Red Tintcoat,Jet Black,Accident Reported,310.0,5.3,6.0,Automatic
kia,Forte Lxs,2020,53452,gasoline,Silver,Black,Accident Reported,147.0,2.0,4.0,Automatic
toyota,Highlander Xle,2015,68575,gasoline,Silver,Gray,Accident Reported,270.0,3.5,6.0,Automatic
acura,Ilx 2.0L,2013,198000,gasoline,White,Black,Accident Reported,150.0,2.0,4.0,unknown
chevrolet,Suburban 1500,2011,194000,e85 flex fuel,Black,Black,None reported,320.0,5.3,8.0,Automatic
cadillac,Escalade Luxury,2013,95570,e85 flex fuel,Black,Black,Accident Reported,403.0,6.2,8.0,Automatic
dodge,Caliber Express,2010,102681,gasoline,Red,Black,None reported,158.0,2.0,4.0,Manual
ford,Fusion Hybrid,2019,64532,hybrid,Silver,Gray,Accident Reported,188.0,2.0,4.0,Automatic
porsche,Panamera 4,2011,85000,gasoline,Gray,Beige,None reported,300.0,3.6,6.0,Automatic
mini,Cooper S,2009,83853,gasoline,Gray,Black,Accident Reported,172.0,1.6,4.0,Manual
chevrolet,Tahoe Premier,2020,137000,gasoline,Black,Black,None reported,355.0,5.3,8.0,Automatic
bmw,335 Is,2011,82000,gasoline,Gray,Black,Accident Reported,320.0,3.0,6.0,Automatic
maserati,Levante Modena,2023,5409,gasoline,Blu,Black,None reported,310.0,3.0,6.0,Automatic
mercedes-benz,E-Class E55,2005,131000,gasoline,Gray,Black,None reported,469.0,5.4,8.0,Automatic
chevrolet,Silverado 1500,2017,89000,gasoline,Gray,Gray,None reported,355.0,5.3,8.0,Automatic
porsche,911 Carrera,2013,39000,gasoline,Blue,Black,None reported,400.0,3.8,6.0,Automatic
dodge,Challenger R/T,2010,100100,unknown,Purple,Black,None reported,310.0,3.5,6.0,unknown
tesla,Model X,2019,37000,unknown,Gray,Black,None reported,518.0,3.5,6.0,Automatic
bmw,X5 Xdrive50I,2016,79995,gasoline,Black,Black,None reported,445.0,4.4,8.0,unknown
toyota,Rav4 Base,2010,123620,gasoline,Black,Black,Accident Reported,179.0,2.5,4.0,Automatic
bmw,M5 Base,2018,47700,gasoline,Red,White,Accident Reported,600.0,4.4,8.0,Automatic
audi,A5 2.0T,2013,111000,gasoline,Blue,Beige,None reported,211.0,2.0,4.0,unknown
audi,Sq5 3.0T,2020,21832,gasoline,Blue,Black,None reported,349.0,3.0,6.0,Automatic
bmw,M3 Base,2012,83000,gasoline,Black,Red,Accident Reported,414.0,4.0,8.0,Automatic
chevrolet,Suburban Premier,2019,51338,gasoline,White,Black,None reported,355.0,5.3,8.0,Automatic
land,Rover Discovery,2020,32705,diesel,Portofino Blue Metallic,Tan/Ebony/Ebony,None reported,310.0,3.0,6.0,Automatic
ford,Mustang Ecoboost,2017,41650,gasoline,Blue,Black,None reported,310.0,2.3,4.0,Automatic
audi,Rs 7,2017,39071,gasoline,White,Black,None reported,310.0,4.0,6.0,Automatic
mercedes-benz,Glc 300,2022,16983,gasoline,Black,Black,None reported,310.0,2.0,6.0,Automatic
hyundai,Equus Signature,2011,143898,gasoline,Gray,Brown,None reported,378.0,4.6,8.0,Automatic
chevrolet,S-10 Ls,2000,133510,e85 flex fuel,Blue,Black,None reported,120.0,2.2,4.0,Automatic
bmw,M3 Base,2011,105000,gasoline,Silver,Black,Accident Reported,414.0,4.0,8.0,Manual
audi,A4 2.0T,2012,125575,gasoline,Silver,Black,None reported,211.0,2.0,4.0,Automatic
ford,Shelby Gt500,2021,19200,gasoline,Black,Black,None reported,760.0,5.2,8.0,unknown
lexus,Is-F Base,2008,113000,gasoline,Black,Black,Accident Reported,416.0,5.0,8.0,Automatic
mercedes-benz,E-Class E,2012,95816,gasoline,White,Beige,None reported,302.0,3.5,6.0,Automatic
audi,Q5 2.0T,2013,111773,gasoline,Brown,Beige,None reported,211.0,2.0,4.0,Automatic
chevrolet,Suburban Premier,2017,92728,gasoline,White,Black,None reported,355.0,5.3,8.0,Automatic
dodge,Challenger R/T,2019,43000,unknown,Green,Black,None reported,310.0,3.5,6.0,Manual
toyota,Fj Cruiser,2007,193827,gasoline,Silver,Black,None reported,239.0,4.0,6.0,Automatic
ram,3500 Tradesman,2023,2990,diesel,White,Black,Accident Reported,400.0,6.7,6.0,Automatic
hyundai,Ioniq Plug-In,2022,13044,plug-in hybrid,Blue,Gray,Accident Reported,139.0,1.6,4.0,Automatic
bmw,Z4 2.5I,2004,94500,gasoline,Gray,Black,None reported,184.0,2.5,6.0,Manual
bmw,X6 M,2018,54293,gasoline,Black,Beige,Accident Reported,567.0,4.4,8.0,Automatic
buick,Cascada Base,2016,103814,gasoline,White,Black,Accident Reported,200.0,1.6,4.0,Automatic
chevrolet,Corvette Stingray,2022,11089,gasoline,Silver Flare Metallic,Adrenaline Red,None reported,310.0,6.2,6.0,Manual
ford,F-250 King,2020,36500,diesel,Gray,Brown,None reported,475.0,6.7,8.0,Automatic
lincoln,Town Car,2004,36524,gasoline,Black,Black,None reported,239.0,4.6,8.0,Automatic
tesla,Model 3,2020,45468,unknown,Silver,White,None reported,455.0,3.5,6.0,Automatic
volvo,S60 T6,2020,46250,gasoline,White,Charcoal,Accident Reported,310.0,2.0,6.0,Automatic
chevrolet,Silverado 1500,2021,48641,gasoline,Silver Ice Metallic,Jet Black,None reported,310.0,5.3,6.0,Automatic
dodge,Ram 1500,2006,201509,gasoline,Gray,Gray,Accident Reported,345.0,5.7,8.0,Automatic
toyota,Land Cruiser,1997,213000,gasoline,White,Beige,None reported,212.0,4.5,6.0,Automatic
jeep,Gladiator Overland,2020,43000,gasoline,White,Beige,None reported,285.0,3.6,6.0,Automatic
bmw,X3 M40I,2021,36905,gasoline,Blue,Beige,None reported,382.0,3.0,6.0,unknown
land,Rover Range,2020,54225,gasoline,White,White,None reported,518.0,5.0,8.0,Automatic
mercedes-benz,Gl-Class Gl,2011,80124,gasoline,Black,Black,None reported,382.0,5.5,8.0,Automatic
ford,Expedition Timberline,2022,23300,gasoline,Green,Green,None reported,440.0,3.5,6.0,Automatic
kia,Sorento Sx,2023,11100,gasoline,White,Black,None reported,281.0,2.5,4.0,unknown
honda,Civic Type,2018,72900,gasoline,Black,Black,Accident Reported,306.0,2.0,4.0,Manual
bmw,430 430I,2022,7758,gasoline,Black,Black,None reported,310.0,2.0,6.0,Automatic
bmw,530 I,2021,60942,gasoline,Glacier Silver Metallic,Black,None reported,310.0,2.0,6.0,Automatic
lexus,Ls 460,2015,74500,gasoline,White,Red,None reported,386.0,4.6,8.0,unknown
audi,Q7 3.0T,2018,70773,gasoline,White,Black,None reported,333.0,3.0,6.0,Automatic
porsche,Boxster Gts,2016,40350,gasoline,Gray,Black,None reported,330.0,3.4,6.0,Automatic
land,Rover Lr3,2006,153843,gasoline,Red,Beige,Accident Reported,300.0,4.4,8.0,Automatic
chevrolet,Cruze Ls,2011,135603,gasoline,Silver,Black,None reported,136.0,1.8,4.0,Automatic
bmw,428 I,2016,77000,gasoline,White,Red,Accident Reported,240.0,2.0,4.0,unknown
bmw,M5 Base,2015,27000,gasoline,Black,Black,None reported,560.0,4.4,8.0,Automatic
land,Rover Range,2018,56006,gasoline,Silver,White,None reported,575.0,5.0,8.0,unknown
ford,Edge Titanium,2016,101387,gasoline,Black,Beige,Accident Reported,245.0,2.0,4.0,Automatic
genesis,G90 5.0,2017,26000,gasoline,White,Beige,None reported,420.0,5.0,8.0,unknown
buick,Roadmaster Estate,1996,119500,gasoline,White,Beige,Accident Reported,260.0,5.7,8.0,Automatic
nissan,370Z Touring,2009,37500,gasoline,Silver,Orange,None reported,332.0,3.7,6.0,Manual
ford,Bronco Wildtrak,2022,15600,gasoline,Gray,–,Accident Reported,315.0,2.7,6.0,unknown
chevrolet,Suburban Premier,2018,84224,gasoline,Tungsten Metallic,Jet Black,None reported,310.0,5.3,6.0,Automatic
honda,Ridgeline Rtl-E,2019,26998,gasoline,Black,Black,None reported,310.0,3.5,6.0,Automatic
chevrolet,Blazer Premier,2019,55621,gasoline,Silver Ice Metallic,Jet Black,None reported,310.0,3.6,6.0,Automatic
mazda,Mazda6 Grand,2020,35902,gasoline,Deep Crystal Blue Mica,Black,None reported,310.0,2.5,6.0,Automatic
bmw,328 I,2011,110000,gasoline,Black,Beige,Accident Reported,230.0,3.0,6.0,Automatic
ford,F-150 Xl,2014,27300,gasoline,Gray,Gray,None reported,365.0,3.5,6.0,Automatic
ford,F-150 Xl,2016,107000,e85 flex fuel,White,Gray,Accident Reported,385.0,5.0,8.0,Automatic
acura,Tlx V6,2016,128000,gasoline,Gray,Black,None reported,290.0,3.5,6.0,Automatic
bmw,X5 Xdrive35I,2013,69750,gasoline,White,Brown,Accident Reported,300.0,3.0,6.0,Automatic
mercedes-benz,Gl-Class Gl,2007,90400,gasoline,Silver,Beige,None reported,335.0,4.7,8.0,Automatic
ford,F-250 Platinum,2021,48549,diesel,Antimatter Blue Metallic,Black,None reported,310.0,6.7,6.0,Automatic
ford,Mustang Gt,2010,58500,gasoline,White,Red,Accident Reported,315.0,4.6,8.0,Manual
ford,F-250 Xlt,2008,157500,gasoline,Green,Gray,Accident Reported,300.0,5.4,8.0,Automatic
gmc,Yukon Xl,2023,9980,gasoline,Black,Black,None reported,355.0,5.3,8.0,Automatic
chevrolet,Silverado 1500,2020,49000,gasoline,White,Black,None reported,355.0,5.3,8.0,Automatic
nissan,350Z Enthusiast,2003,74000,gasoline,Purple,–,None reported,287.0,3.5,6.0,Manual
infiniti,G37 Journey,2013,33300,gasoline,Gray,Black,None reported,328.0,3.7,6.0,Automatic
jeep,Wrangler Unlimited,2020,49990,gasoline,Black,Black,None reported,270.0,2.0,4.0,Automatic
ram,1500 Big,2022,14920,gasoline,Diamond Black,Black,None reported,310.0,3.6,6.0,Automatic
bmw,X7 M50I,2021,7121,gasoline,Gray,Black,None reported,310.0,4.4,6.0,Automatic
honda,S2000 Base,2001,119900,gasoline,Black,Red,Accident Reported,240.0,2.0,4.0,Manual
dodge,Ram 2500,2004,148000,diesel,Black,Beige,None reported,250.0,5.9,6.0,Automatic
ford,F-350 Platinum,2019,112000,diesel,Black,Black,None reported,450.0,6.7,8.0,Automatic
honda,S2000 Base,2000,26900,gasoline,Silver,Red,None reported,240.0,2.0,4.0,Manual
jeep,Gladiator Freedom,2021,30630,gasoline,Hydro Blue Pearlcoat,Black,None reported,310.0,3.6,6.0,Automatic
dodge,Dakota Sport,1997,285000,gasoline,White,Gray,None reported,230.0,5.2,8.0,Automatic
volkswagen,Eos 2.0T,2007,59700,gasoline,Blue,White,None reported,200.0,2.0,4.0,Automatic
audi,A4 2.0T,2015,91403,e85 flex fuel,Silver,Gray,None reported,310.0,2.0,6.0,Automatic
honda,Accord Hybrid,2021,33523,hybrid,Lunar Silver Metallic,Gray,None reported,310.0,2.0,6.0,CVT
ford,Transit-350 Xlt,2023,20000,gasoline,Black,Black,None reported,310.0,3.5,6.0,Automatic
chrysler,300C Base,2013,87500,gasoline,White,Beige,None reported,292.0,3.6,6.0,Automatic
ford,Explorer Platinum,2020,64552,gasoline,Iconic Silver Metallic,Ebony,Accident Reported,310.0,3.0,6.0,Automatic
acura,Mdx Sport,2019,56778,hybrid,Black,Black,None reported,321.0,3.0,6.0,Automatic
chevrolet,Corvette Base,2007,28514,gasoline,Red,Gray,None reported,400.0,6.0,8.0,unknown
dodge,Ram 3500,2000,188000,unknown,Silver,Gray,Accident Reported,310.0,3.5,6.0,Automatic
mercedes-benz,Gl-Class Gl,2011,138050,gasoline,White,Beige,None reported,335.0,4.7,8.0,Automatic
ford,Transit-350 Base,2018,235000,gasoline,White,Gray,None reported,275.0,3.7,6.0,Automatic
acura,Tlx A-Spec,2020,32500,gasoline,White,Red,None reported,206.0,2.4,4.0,Automatic
bmw,X5 M50I,2021,28898,gasoline,Black,Orange,None reported,523.0,4.4,8.0,Automatic
nissan,Armada Platinum,2018,42833,gasoline,Blue,Gray,None reported,390.0,5.6,8.0,unknown
saturn,Sky Red,2008,37000,gasoline,Blue,Black,None reported,260.0,2.0,4.0,Automatic
hyundai,Santa Cruz,2022,22829,gasoline,Hampton Gray,Black,None reported,310.0,2.5,6.0,Automatic
chrysler,Town &,2013,115872,e85 flex fuel,Black,Black,None reported,283.0,3.6,6.0,Automatic
ram,3500 Laramie,2022,16648,diesel,Flame Red Clearcoat,Black,None reported,310.0,6.7,6.0,Automatic
kia,Optima Sx,2017,103338,gasoline,Remington Red Metallic,Black,Accident Reported,310.0,2.0,6.0,Automatic
chevrolet,Trailblazer Ls,2021,24965,gasoline,Mosaic Black Metallic,Jet Black,Accident Reported,310.0,1.2,6.0,CVT
bmw,M4 Base,2017,30450,gasoline,White,Black,None reported,425.0,3.0,6.0,unknown
chevrolet,Camaro 2Ss,2010,68000,gasoline,Gray,Gray,Accident Reported,426.0,6.2,8.0,Automatic
mercedes-benz,Amg Gle,2018,52694,gasoline,Gray,Black,None reported,385.0,3.0,6.0,unknown
ford,F-150 Lightning,2023,208,unknown,Gray,Gold,None reported,563.0,3.5,6.0,Automatic
chevrolet,Corvette Base,1996,85760,gasoline,Silver,Black,None reported,300.0,5.7,8.0,Automatic
subaru,Wrx Base,2017,60930,gasoline,Blue,Black,None reported,268.0,2.0,4.0,Manual
ford,Transit-250 Base,2016,66500,gasoline,White,Gray,None reported,310.0,3.5,6.0,Automatic
lincoln,Nautilus Reserve,2021,18160,gasoline,Silver Radiance,Slate,None reported,310.0,2.7,6.0,Automatic
jeep,Wrangler X,2005,162482,gasoline,Orange,Gray,None reported,190.0,4.0,6.0,Manual
gmc,Acadia Denali,2021,47907,gasoline,Ebony Twilight Metallic,Jet Black,None reported,310.0,3.6,6.0,Automatic
mini,Cooper S,2010,97395,gasoline,Yellow,Black,None reported,172.0,1.6,4.0,Manual
lexus,Ls 460,2014,106731,gasoline,White,Beige,Accident Reported,360.0,4.6,8.0,Automatic
bmw,X5 Xdrive35I,2017,72700,gasoline,Gray,Black,None reported,300.0,3.0,6.0,Automatic
land,Rover Range,2020,46891,gasoline,Gray,Black,Accident Reported,246.0,2.0,4.0,Automatic
jeep,Wrangler Unlimited,2013,181830,gasoline,Black,Black,None reported,285.0,3.6,6.0,Manual
ford,Ranger Xlt,2021,89000,gasoline,Black,Black,None reported,270.0,2.3,4.0,Automatic
mercedes-benz,Gla 250,2019,60854,gasoline,White,Black,None reported,310.0,2.0,6.0,Automatic
ford,Mustang Ecoboost,2017,89352,gasoline,White,Black,Accident Reported,310.0,2.3,4.0,Automatic
acura,Tsx 2.4,2010,116000,gasoline,Silver,Black,Accident Reported,201.0,2.4,4.0,Manual
volkswagen,Cc 2.0T,2016,76495,gasoline,White,Black,Accident Reported,200.0,2.0,4.0,Automatic
bmw,M4 Base,2015,98000,gasoline,Black,Orange,None reported,425.0,3.0,6.0,unknown
kia,Sorento Plug-In,2022,15583,hybrid,Aurora Black,Gray,None reported,310.0,1.6,6.0,Automatic
bmw,540 I,2020,27158,gasoline,Imperial Blue Metallic,Canberra Beige/Black,None reported,310.0,2.0,6.0,Automatic
bmw,M550 I,2018,14993,gasoline,Gray,Black,None reported,456.0,4.4,8.0,Automatic
porsche,Panamera Turbo,2018,29850,gasoline,Silver,Red,None reported,550.0,4.0,8.0,Automatic
audi,Sq8 4.0T,2021,43238,gasoline,Black,Red,None reported,500.0,4.0,8.0,unknown
ford,F-150 Xlt,2016,25880,e85 flex fuel,Red,Gray,None reported,282.0,3.5,6.0,Automatic
kia,Sportage Sx,2017,87842,gasoline,Black Cherry,Black,None reported,310.0,2.0,6.0,Automatic
cadillac,Xt4 Sport,2019,44500,gasoline,Blue,White,None reported,237.0,2.0,4.0,Automatic
chevrolet,Traverse Rs,2021,44373,gasoline,Silver,Black,None reported,310.0,3.6,6.0,Automatic
subaru,Outback 3.6R,2016,87092,gasoline,Blue,Black,Accident Reported,256.0,3.6,6.0,Automatic
mercedes-benz,Slk-Class Slk,2015,16000,gasoline,White,Red,Accident Reported,302.0,3.5,6.0,Automatic
ram,Promaster 3500,2021,18500,gasoline,White,Black,None reported,280.0,3.6,6.0,Automatic
toyota,Highlander Hybrid,2017,34049,hybrid,Shoreline Blue Pearl,Ash,None reported,310.0,3.5,6.0,CVT
saturn,Sky Red,2008,94291,gasoline,White,–,None reported,260.0,2.0,4.0,Automatic
tesla,Model X,2018,23250,unknown,Gray,White,None reported,518.0,3.5,6.0,Automatic
bentley,Continental Gt,2009,18000,gasoline,Blue,Beige,None reported,552.0,6.0,12.0,Automatic
porsche,Panamera Edition,2016,77945,gasoline,Blue,Beige,Accident Reported,310.0,3.6,6.0,Automatic
ford,F-250 King,2021,44000,diesel,White,Brown,Accident Reported,475.0,6.7,8.0,Automatic
audi,Tts 2.0T,2011,69700,gasoline,Orange,–,Accident Reported,265.0,2.0,4.0,Automatic
maserati,Ghibli S,2018,80500,gasoline,Black,Black,None reported,424.0,3.0,6.0,Automatic
nissan,350Z Touring,2004,110897,gasoline,Black,Orange,Accident Reported,287.0,3.5,6.0,Manual
lexus,Es 350,2016,119850,gasoline,White,Beige,None reported,268.0,3.5,6.0,Automatic
subaru,Ascent Touring,2019,71273,gasoline,Black,Brown,None reported,260.0,2.4,4.0,CVT
audi,S4 3.0T,2014,102370,gasoline,Gray,Black,None reported,333.0,3.0,6.0,Automatic
volkswagen,Atlas 3.6L,2021,36311,gasoline,Deep Black Pearl Effect,Titan Black / Quarzit,None reported,310.0,3.6,6.0,Automatic
bmw,X3 Xdrive30I,2019,92040,gasoline,Alpine White,Black,None reported,310.0,2.0,6.0,Automatic
toyota,4Runner Limited,2014,65000,gasoline,Gray,Red,None reported,270.0,4.0,6.0,Automatic
mercedes-benz,Glc 300,2020,42717,gasoline,Gold,Beige,None reported,255.0,2.0,4.0,Automatic
mercedes-benz,Metris Base,2018,32000,gasoline,Black,Black,None reported,208.0,2.0,4.0,unknown
nissan,350Z Touring,2008,123500,gasoline,Gray,Beige,Accident Reported,306.0,3.5,6.0,Automatic
bmw,X5 Xdrive35I,2016,89000,gasoline,Black,Black,None reported,300.0,3.0,6.0,Automatic
jeep,Cherokee Sport,1996,170552,gasoline,Black,Gray,Accident Reported,190.0,4.0,6.0,Automatic
hyundai,Genesis 3.8,2015,92225,gasoline,Black,Black,Accident Reported,311.0,3.8,6.0,Automatic
land,Rover Defender,2023,15200,gasoline,White,Black,None reported,296.0,2.0,4.0,Automatic
toyota,4Runner Trd,2023,11400,gasoline,Green,Black,None reported,270.0,4.0,6.0,Automatic
jaguar,Xf S,2017,55000,gasoline,Gray,Red,None reported,380.0,3.0,6.0,unknown
jeep,Wrangler Unlimited,2018,17000,gasoline,Black,Black,None reported,285.0,3.6,6.0,Automatic
gmc,Sierra 1500,2008,187000,unknown,Red,Gray,Accident Reported,310.0,3.5,6.0,Automatic
toyota,Camry Hybrid,2018,69641,hybrid,White,Black,Accident Reported,208.0,2.5,4.0,CVT
mercedes-benz,Amg C,2018,67100,gasoline,Gray,Black,Accident Reported,362.0,3.0,6.0,unknown
mazda,Cx-9 Signature,2019,69771,gasoline,Black,Red,None reported,227.0,2.5,4.0,Automatic
porsche,Macan S,2015,70500,gasoline,Silver,Black,Accident Reported,340.0,3.0,6.0,unknown
lexus,Rx 450H,2018,70780,hybrid,Silver,Gray,None reported,308.0,3.5,6.0,CVT
ford,F-150 Xlt,2012,207100,gasoline,Black,Gray,Accident Reported,365.0,3.5,6.0,Automatic
audi,Q5 S,2022,13895,hybrid,Daytona Gray,Black,None reported,310.0,2.0,6.0,Automatic
toyota,Highlander Se,2019,92000,gasoline,Red,Beige,Accident Reported,295.0,3.5,6.0,Automatic
kia,Forte Koup,2015,103748,gasoline,Gray,Gray,None reported,173.0,2.0,4.0,Automatic
toyota,Camry Le,2005,108000,gasoline,Beige,Gray,None reported,160.0,2.4,4.0,Automatic
nissan,Murano Sl,2007,120000,gasoline,Silver,Black,None reported,240.0,3.5,6.0,Automatic
acura,Ilx Premium,2018,32260,gasoline,Black,Black,None reported,201.0,2.4,4.0,Automatic
ford,F-150 Xlt,2020,57000,gasoline,Gray,Gray,Accident Reported,375.0,3.5,6.0,Automatic
ford,Explorer Xlt,2022,20678,gasoline,Red,Black,None reported,300.0,2.3,4.0,Automatic
toyota,Tacoma Base,2020,27256,gasoline,Midnight Black Metallic,Black/Gun Metal,None reported,310.0,3.5,6.0,Manual
kia,K5 Gt-Line,2022,22101,gasoline,Glacial White Pearl,Black,Accident Reported,310.0,1.6,6.0,Automatic
toyota,Sequoia Platinum,2014,124838,gasoline,Black,Gray,None reported,381.0,5.7,8.0,Automatic
mercedes-benz,C-Class C,2012,103000,gasoline,Silver,Black,Accident Reported,451.0,6.3,8.0,Automatic
bmw,M4 Competition,2022,15882,gasoline,Red,Silver,None reported,503.0,3.0,6.0,Automatic
jeep,Grand Cherokee,2021,23588,gasoline,Metallic,Global Black,None reported,310.0,3.6,6.0,Automatic
tesla,Model S,2018,83424,unknown,Gray,Beige,None reported,518.0,3.5,6.0,Automatic
tesla,Model 3,2022,13079,unknown,Black,White,None reported,455.0,3.5,6.0,Automatic
ford,Expedition Platinum,2021,51902,gasoline,Red,Ceramic,None reported,310.0,3.5,6.0,Automatic
chevrolet,Avalanche 1500,2007,244000,e85 flex fuel,Gray,Gray,None reported,320.0,5.3,8.0,Automatic
acura,Mdx Technology,2008,184421,gasoline,Gray,Black,None reported,300.0,3.7,6.0,Automatic
mercedes-benz,Sl-Class Sl550,2007,150000,gasoline,Black,Black,None reported,382.0,5.5,8.0,Automatic
volkswagen,Passat 2.5,2012,159870,gasoline,White,Beige,Accident Reported,170.0,2.5,5.0,Automatic
subaru,Impreza Wrx,2013,113000,gasoline,Blue,Black,Accident Reported,265.0,2.5,4.0,Manual
jeep,Wagoneer Series,2022,9099,gasoline,Velvet Red Pearlcoat,Global Black,None reported,310.0,5.7,6.0,Automatic
hyundai,Tucson Hybrid,2023,3402,hybrid,White,Black,None reported,226.0,1.6,4.0,Automatic
gmc,Sierra 3500,2019,73091,diesel,White,Black,Accident Reported,445.0,6.6,8.0,Automatic
bmw,I8 Base,2019,28200,plug-in hybrid,Gray,Beige,Accident Reported,369.0,1.5,3.0,unknown
chevrolet,Corvette Stingray,2023,5200,gasoline,White,Red,None reported,490.0,6.2,8.0,Automatic
jaguar,Xj8 L,2000,45000,gasoline,Silver,Beige,None reported,290.0,4.0,8.0,Automatic
mercedes-benz,Sprinter High,2014,65000,diesel,Black,Black,Accident Reported,188.0,3.0,6.0,Automatic
porsche,Taycan Turbo,2020,21028,unknown,BLACK,BEIGE,None reported,310.0,3.5,6.0,Automatic
bmw,540 I,2017,98500,gasoline,Black,Black,None reported,335.0,3.0,6.0,Automatic
nissan,Murano Sl,2005,125500,gasoline,Black,Beige,None reported,245.0,3.5,6.0,CVT
tesla,Model 3,2018,43000,unknown,Red,Black,Accident Reported,271.0,3.5,6.0,Automatic
ford,F-250 Xlt,2014,59459,diesel,Black,Silver,Accident Reported,400.0,6.7,8.0,Automatic
chevrolet,Silverado 1500,2022,11597,gasoline,Silver Ice Metallic,Jet Black,None reported,310.0,6.2,6.0,Automatic
lexus,Ls 460,2014,123256,gasoline,White,Beige,None reported,386.0,4.6,8.0,Automatic
ford,Taurus X,2008,148949,gasoline,Blue,Beige,None reported,263.0,3.5,6.0,Automatic
bmw,X7 Xdrive40I,2021,9200,hybrid,White,Brown,Accident Reported,335.0,3.0,6.0,Automatic
tesla,Model Y,2021,11200,unknown,White,Black,None reported,455.0,3.5,6.0,Automatic
chevrolet,Bolt Euv,2022,7624,unknown,Mosaic Black Metallic,Jet Black,None reported,310.0,3.5,6.0,Automatic
hyundai,Santa Fe,2019,49500,gasoline,Silver,Gray,None reported,185.0,2.4,4.0,Automatic
mazda,Mx-5 Miata,1999,96680,gasoline,Green,Beige,Accident Reported,140.0,1.8,4.0,Manual
chrysler,Pacifica Touring,2017,87305,unknown,Silver,Black,None reported,310.0,3.5,6.0,Automatic
ford,F-250 Lariat,2017,50780,diesel,White,Black,None reported,440.0,6.7,8.0,Automatic
